ID,Type,SKU,Name,Published,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Manage stock?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: product_group,Meta: color_name,Meta: color_hex,Meta: complete_the_look,Meta: maincat,Meta: subcat
,variation,GK08V1RED12-2,,1,,,,,,,1,30,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-red,,,,,,,pa_size,12,,,,,,,,
,variable,boys-kids-recycled-regular-fit-t-shirt-sage-green,Boys Sustainable Regular Fit T-shirt,1,,"<strong>Description:</strong><br><span>A softer-than-soft regular fit short sleeve crewneck tee for both boys and girl. Our 100% sustainable recycled fabric is not just great for the environment, but also great for your little ones skin. Comfort for your kids throughout the entire day!</span><br><br><strong>Our recycled fabric:</strong><br><span>Made from 83% recycled polyester and 17% spandex providing the softest touch to the skin, while feeling ultra-lightweight. From post-consumer recycled plastic bottles, turned into a new reusable and sustainable fabric. The fabric is extremely durable, strong, and 100% recyclable. Recycled polyester is highly eco-friendly, combating the rise of plastic waste in our world.</span><br><br><strong>How I am made</strong><br><span>83% recycled polyester and 17% spandex</span><br><span>All trims, labels, threads, and Dying Process are eco-friendly and sustainable.</span><br><br><span>Designed and made in UAE.</span><br><br><strong>How to take care of me</strong><br><span>Can be washed by hand or washing machine on cold to hot water, using a mild detergent on a delicate cycle.</span>",,,taxable,,1,144,,0,,1,,,,,,,139,319,"Kids,Kids T-shirts & Tops,Boys,Buy One Get One,Boys T-shirt","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge16-2_C.jpg?v=1746008359,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge15-2_C.jpg?v=1746008359,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge14-2_C.jpg?v=1746008359,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge13-2_C.jpg?v=1746008360",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,boys-kids-recycled-regular-fit-t-shirt,Sea Sage Green,#96A480,organic-bamboo-boys-kids-lounge-shorts-sage-green,t-shirts,short_sleeves
,variation,GK08V1SG2-2,,1,,,,,,,1,27,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-sage-green,,,,,,,pa_size,2,,,,,,,,
,variation,GK08V1SG4-2,,1,,,,,,,1,14,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-sage-green,,,,,,,pa_size,4,,,,,,,,
,variation,GK08V1SG6-2,,1,,,,,,,1,26,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-sage-green,,,,,,,pa_size,6,,,,,,,,
,variation,GK08V1SG8-2,,1,,,,,,,1,27,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-sage-green,,,,,,,pa_size,8,,,,,,,,
,variation,GK08V1SG10-2,,1,,,,,,,1,25,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-sage-green,,,,,,,pa_size,10,,,,,,,,
,variation,GK08V1SG12-2,,1,,,,,,,1,25,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-sage-green,,,,,,,pa_size,12,,,,,,,,
,variable,boys-kids-recycled-regular-fit-t-shirt-taupe,Boys Sustainable Regular Fit T-shirt,1,,"<strong>Description:</strong><br><span>A softer-than-soft regular fit short sleeve crewneck tee for both boys and girl. Our 100% sustainable recycled fabric is not just great for the environment, but also great for your little ones skin. Comfort for your kids throughout the entire day!</span><br><br><strong>Our recycled fabric:</strong><br><span>Made from 83% recycled polyester and 17% spandex providing the softest touch to the skin, while feeling ultra-lightweight. From post-consumer recycled plastic bottles, turned into a new reusable and sustainable fabric. The fabric is extremely durable, strong, and 100% recyclable. Recycled polyester is highly eco-friendly, combating the rise of plastic waste in our world.</span><br><br><strong>How I am made</strong><br><span>83% recycled polyester and 17% spandex</span><br><span>All trims, labels, threads, and Dying Process are eco-friendly and sustainable.</span><br><br><span>Designed and made in UAE.</span><br><br><strong>How to take care of me</strong><br><span>Can be washed by hand or washing machine on cold to hot water, using a mild detergent on a delicate cycle.</span>",,,taxable,,1,112,,0,,1,,,,,,,139,319,"Kids,Kids T-shirts & Tops,Boys,Buy One Get One,Boys T-shirt","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge16-2_WarmTaupe.jpg?v=1746008354,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge15-2_WarmTaupe.jpg?v=1746008354,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge14-2_Warmbeauty.jpg?v=1746008354,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge13-2_WarmTaupe.jpg?v=1746008354",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,boys-kids-recycled-regular-fit-t-shirt,Natural Taupe,#AF9483,organic-bamboo-boys-kids-lounge-shorts-taupe,t-shirts,short_sleeves
,variation,GK08V1TAUP2-2,,1,,,,,,,1,10,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-taupe,,,,,,,pa_size,2,,,,,,,,
,variation,GK08V1TAUP4-2,,1,,,,,,,1,14,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-taupe,,,,,,,pa_size,4,,,,,,,,
,variation,GK08V1TAUP6-2,,1,,,,,,,1,15,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-taupe,,,,,,,pa_size,6,,,,,,,,
,variation,GK08V1TAUP8-2,,1,,,,,,,1,28,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-taupe,,,,,,,pa_size,8,,,,,,,,
,variation,GK08V1TAUP10-2,,1,,,,,,,1,19,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-taupe,,,,,,,pa_size,10,,,,,,,,
,variation,GK08V1TAUP12-2,,1,,,,,,,1,26,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-taupe,,,,,,,pa_size,12,,,,,,,,
,variable,boys-kids-recycled-regular-fit-t-shirt-navy-blue,Boys Sustainable Regular Fit T-shirt,1,,"<strong>Description:</strong><br><span>A softer-than-soft regular fit short sleeve crewneck tee for both boys and girl. Our 100% sustainable recycled fabric is not just great for the environment, but also great for your little ones skin. Comfort for your kids throughout the entire day!</span><br><br><strong>Our recycled fabric:</strong><br><span>Made from 83% recycled polyester and 17% spandex providing the softest touch to the skin, while feeling ultra-lightweight. From post-consumer recycled plastic bottles, turned into a new reusable and sustainable fabric. The fabric is extremely durable, strong, and 100% recyclable. Recycled polyester is highly eco-friendly, combating the rise of plastic waste in our world.</span><br><br><strong>How I am made</strong><br><span>83% recycled polyester and 17% spandex</span><br><span>All trims, labels, threads, and Dying Process are eco-friendly and sustainable.</span><br><br><span>Designed and made in UAE.</span><br><br><strong>How to take care of me</strong><br><span>Can be washed by hand or washing machine on cold to hot water, using a mild detergent on a delicate cycle.</span>",,,taxable,,1,96,,0,,1,,,,,,,139,319,"Kids,Kids T-shirts & Tops,Boys,Buy One Get One,Boys T-shirt","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge16-2_TPX.jpg?v=1746008349,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge15-2_TPX.jpg?v=1746008349,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge14-2_TPX.jpg?v=1746008349,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge13-2_TPX.jpg?v=1746008349",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,boys-kids-recycled-regular-fit-t-shirt,Violet Blue,#464F75,organic-bamboo-boys-kids-lounge-shorts-navy-blue,t-shirts,short_sleeves
,variation,GK08V1NB2-2,,1,,,,,,,1,5,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-navy-blue,,,,,,,pa_size,2,,,,,,,,
,variation,GK08V1NB4-2,,1,,,,,,,1,4,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-navy-blue,,,,,,,pa_size,4,,,,,,,,
,variation,GK08V1NB6-2,,1,,,,,,,1,20,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-navy-blue,,,,,,,pa_size,6,,,,,,,,
,variation,GK08V1NB8-2,,1,,,,,,,1,19,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-navy-blue,,,,,,,pa_size,8,,,,,,,,
,variation,GK08V1NB10-2,,1,,,,,,,1,22,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-navy-blue,,,,,,,pa_size,10,,,,,,,,
,variation,GK08V1NB12-2,,1,,,,,,,1,26,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-navy-blue,,,,,,,pa_size,12,,,,,,,,
,variable,boys-kids-recycled-regular-fit-t-shirt-white,Boys Sustainable Regular Fit T-shirt,1,,"<strong>Description:</strong><br><span>A softer-than-soft regular fit short sleeve crewneck tee for both boys and girl. Our 100% sustainable recycled fabric is not just great for the environment, but also great for your little ones skin. Comfort for your kids throughout the entire day!</span><br><br><strong>Our recycled fabric:</strong><br><span>Made from 83% recycled polyester and 17% spandex providing the softest touch to the skin, while feeling ultra-lightweight. From post-consumer recycled plastic bottles, turned into a new reusable and sustainable fabric. The fabric is extremely durable, strong, and 100% recyclable. Recycled polyester is highly eco-friendly, combating the rise of plastic waste in our world.</span><br><br><strong>How I am made</strong><br><span>83% recycled polyester and 17% spandex</span><br><span>All trims, labels, threads, and Dying Process are eco-friendly and sustainable.</span><br><br><span>Designed and made in UAE.</span><br><br><strong>How to take care of me</strong><br><span>Can be washed by hand or washing machine on cold to hot water, using a mild detergent on a delicate cycle.</span>",,,taxable,,1,96,,0,,1,,,,,,,139,319,"Kids,Kids T-shirts & Tops,Boys,Buy One Get One,Boys T-shirt","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge16-2_StarWhite.jpg?v=1746008343,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge15-2_StarWhite.jpg?v=1746008344,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge14-2_StarWhite.jpg?v=1746008344,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge13-2_StarWhite.jpg?v=1746008344",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,boys-kids-recycled-regular-fit-t-shirt,White Cloud,#EDEDE6,organic-bamboo-boys-kids-lounge-shorts-white,t-shirts,short_sleeves
,variation,GK08V1WHT2-2,,1,,,,,,,1,9,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-white,,,,,,,pa_size,2,,,,,,,,
,variation,GK08V1WHT4-2,,1,,,,,,,1,10,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-white,,,,,,,pa_size,4,,,,,,,,
,variation,GK08V1WHT6-2,,1,,,,,,,1,18,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-white,,,,,,,pa_size,6,,,,,,,,
,variation,GK08V1WHT8-2,,1,,,,,,,1,25,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-white,,,,,,,pa_size,8,,,,,,,,
,variation,GK08V1WHT10-2,,1,,,,,,,1,15,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-white,,,,,,,pa_size,10,,,,,,,,
,variation,GK08V1WHT12-2,,1,,,,,,,1,19,,,,1,,,,,,,139,319,,,,,,,boys-kids-recycled-regular-fit-t-shirt-white,,,,,,,pa_size,12,,,,,,,,
,variable,organic-bamboo-cozy-zip-hoodie-boys-kids-black,Organic Bamboo Cozy Zip Hoodie Boys,1,,"<div style=""text-align: left; font-family: 'Helvetica Neue', sans-serif; line-height: 1.8;"">  <h3>Description</h3>  <p>    Made of the softest eco-friendly bamboo fabric, this unisex children's fitted zip-up hoodie creates the ultimate comfort at home and out for both boys and girls — perfect for everyday wear!      Not only great for our environment, but also gentle on your little ones' skin.  </p>  <h3>Our Organic Bamboo</h3>  <p>    Only made from 100% organic bamboo, sourced from well-selected, non-polluted farms.      No harmful chemicals are used during growth, making the fabric eco-friendly, biodegradable, and sustainable.      Bamboo is naturally anti-bacterial and highly breathable, helping the fabric stay fresh longer, reducing the need for frequent washing — saving water, energy, and time.  </p>  <h3>How I Am Made</h3>  <ul>    <li>95% organic cotton &amp; bamboo fleece</li>    <li>5% spandex</li>    <li>All trims, labels, threads, and dyeing process are eco-friendly and sustainable</li>  </ul>  <p><strong>Designed and made proudly in the UAE</strong></p>  <h3>How to Take Care of Me</h3>  <ul>    <li>Machine wash cold</li>    <li>Tumble dry gently</li>    <li>Hang dry in shade — do not wring</li>    <li>Low-temperature drying if needed (max 35°C)</li>    <li>Do not bleach</li>    <li>Steam iron on low (under 100°C)</li>    <li>Keep away from strong direct sunlight</li>  </ul></div>",,,taxable,,1,21,,0,,1,,,,,,,,189,"Kids,Kids Hoodies and Sweatshirts,Boys,Buy One Get One,Hoodies,Boys Hoodies","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge24-2_1_BlackBeauty.jpg?v=1746008338,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge25-2_BlackBeauty.jpg?v=1746008339",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,organic-bamboo-cozy-zip-hoodie-boys-kids,Jet Black,#383E4E,organic-bamboo-boys-kids-joggers-black|boys-kids-recycled-regular-fit-t-shirt-black,hoodies_&_sweatshirts,hoodies
,variation,GK01V1BLK2-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-black,,,,,,,pa_size,2,,,,,,,,
,variation,GK01V1BLK4-2,,1,,,,,,,1,3,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-black,,,,,,,pa_size,4,,,,,,,,
,variation,GK01V1BLK6-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-black,,,,,,,pa_size,6,,,,,,,,
,variation,GK01V1BLK8-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-black,,,,,,,pa_size,8,,,,,,,,
,variation,GK01V1BLK10-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-black,,,,,,,pa_size,10,,,,,,,,
,variation,GK01V1BLK12-2,,1,,,,,,,1,2,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-black,,,,,,,pa_size,12,,,,,,,,
,variable,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,Organic Bamboo Cozy Zip Hoodie Boys,1,,"<div style=""text-align: left; font-family: 'Helvetica Neue', sans-serif; line-height: 1.8;"">  <h3>Description</h3>  <p>    Made of the softest eco-friendly bamboo fabric, this unisex children's fitted zip-up hoodie creates the ultimate comfort at home and out for both boys and girls — perfect for everyday wear!      Not only great for our environment, but also gentle on your little ones' skin.  </p>  <h3>Our Organic Bamboo</h3>  <p>    Only made from 100% organic bamboo, sourced from well-selected, non-polluted farms.      No harmful chemicals are used during growth, making the fabric eco-friendly, biodegradable, and sustainable.      Bamboo is naturally anti-bacterial and highly breathable, helping the fabric stay fresh longer, reducing the need for frequent washing — saving water, energy, and time.  </p>  <h3>How I Am Made</h3>  <ul>    <li>95% organic cotton &amp; bamboo fleece</li>    <li>5% spandex</li>    <li>All trims, labels, threads, and dyeing process are eco-friendly and sustainable</li>  </ul>  <p><strong>Designed and made proudly in the UAE</strong></p>  <h3>How to Take Care of Me</h3>  <ul>    <li>Machine wash cold</li>    <li>Tumble dry gently</li>    <li>Hang dry in shade — do not wring</li>    <li>Low-temperature drying if needed (max 35°C)</li>    <li>Do not bleach</li>    <li>Steam iron on low (under 100°C)</li>    <li>Keep away from strong direct sunlight</li>  </ul></div>",,,taxable,,1,32,,0,,1,,,,,,,,189,"Kids,Kids Hoodies and Sweatshirts,Boys,Buy One Get One,Hoodies,Boys Hoodies","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge24-2_1_olivebranch.jpg?v=1746008334,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge25-2_OliveBranch.jpg?v=1746008334",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,organic-bamboo-cozy-zip-hoodie-boys-kids,Leafy Khaki,#706F48,organic-bamboo-boys-kids-joggers-khaki|boys-kids-recycled-regular-fit-t-shirt-khaki,hoodies_&_sweatshirts,hoodies
,variation,GK01V1KHK2-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,,,,,,,pa_size,2,,,,,,,,
,variation,GK01V1KHK4-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,,,,,,,pa_size,4,,,,,,,,
,variation,GK01V1KHK6-2,,1,,,,,,,1,6,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,,,,,,,pa_size,6,,,,,,,,
,variation,GK01V1KHK8-2,,1,,,,,,,1,5,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,,,,,,,pa_size,8,,,,,,,,
,variation,GK01V1KHK10-2,,1,,,,,,,1,7,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,,,,,,,pa_size,10,,,,,,,,
,variation,GK01V1KHK12-2,,1,,,,,,,1,6,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-khaki,,,,,,,pa_size,12,,,,,,,,
,variable,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,Organic Bamboo Cozy Zip Hoodie Boys,1,,"<div style=""text-align: left; font-family: 'Helvetica Neue', sans-serif; line-height: 1.8;"">  <h3>Description</h3>  <p>    Made of the softest eco-friendly bamboo fabric, this unisex children's fitted zip-up hoodie creates the ultimate comfort at home and out for both boys and girls — perfect for everyday wear!      Not only great for our environment, but also gentle on your little ones' skin.  </p>  <h3>Our Organic Bamboo</h3>  <p>    Only made from 100% organic bamboo, sourced from well-selected, non-polluted farms.      No harmful chemicals are used during growth, making the fabric eco-friendly, biodegradable, and sustainable.      Bamboo is naturally anti-bacterial and highly breathable, helping the fabric stay fresh longer, reducing the need for frequent washing — saving water, energy, and time.  </p>  <h3>How I Am Made</h3>  <ul>    <li>95% organic cotton &amp; bamboo fleece</li>    <li>5% spandex</li>    <li>All trims, labels, threads, and dyeing process are eco-friendly and sustainable</li>  </ul>  <p><strong>Designed and made proudly in the UAE</strong></p>  <h3>How to Take Care of Me</h3>  <ul>    <li>Machine wash cold</li>    <li>Tumble dry gently</li>    <li>Hang dry in shade — do not wring</li>    <li>Low-temperature drying if needed (max 35°C)</li>    <li>Do not bleach</li>    <li>Steam iron on low (under 100°C)</li>    <li>Keep away from strong direct sunlight</li>  </ul></div>",,,taxable,,1,29,,0,,1,,,,,,,,189,"Kids,Kids Hoodies and Sweatshirts,Boys,Buy One Get One,Hoodies,Boys Hoodies","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge24-2_1_Clearsky.jpg?v=1746008329,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge25-2_ClearSky.jpg?v=1746008329",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,organic-bamboo-cozy-zip-hoodie-boys-kids,Ocean Pale Blue,#9CC3DC,organic-bamboo-boys-kids-lounge-shorts-pale-blue|boys-kids-recycled-regular-fit-t-shirt-pale-blue,hoodies_&_sweatshirts,hoodies
,variation,GK01V1PB2-2,,1,,,,,,,1,3,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,,,,,,,pa_size,2,,,,,,,,
,variation,GK01V1PB4-2,,1,,,,,,,1,4,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,,,,,,,pa_size,4,,,,,,,,
,variation,GK01V1PB6-2,,1,,,,,,,1,5,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,,,,,,,pa_size,6,,,,,,,,
,variation,GK01V1PB8-2,,1,,,,,,,1,5,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,,,,,,,pa_size,8,,,,,,,,
,variation,GK01V1PB10-2,,1,,,,,,,1,5,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,,,,,,,pa_size,10,,,,,,,,
,variation,GK01V1PB12-2,,1,,,,,,,1,7,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-blue,,,,,,,pa_size,12,,,,,,,,
,variable,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,Organic Bamboo Cozy Zip Hoodie Boys,1,,"<div style=""text-align: left; font-family: 'Helvetica Neue', sans-serif; line-height: 1.8;"">  <h3>Description</h3>  <p>    Made of the softest eco-friendly bamboo fabric, this unisex children's fitted zip-up hoodie creates the ultimate comfort at home and out for both boys and girls — perfect for everyday wear!      Not only great for our environment, but also gentle on your little ones' skin.  </p>  <h3>Our Organic Bamboo</h3>  <p>    Only made from 100% organic bamboo, sourced from well-selected, non-polluted farms.      No harmful chemicals are used during growth, making the fabric eco-friendly, biodegradable, and sustainable.      Bamboo is naturally anti-bacterial and highly breathable, helping the fabric stay fresh longer, reducing the need for frequent washing — saving water, energy, and time.  </p>  <h3>How I Am Made</h3>  <ul>    <li>95% organic cotton &amp; bamboo fleece</li>    <li>5% spandex</li>    <li>All trims, labels, threads, and dyeing process are eco-friendly and sustainable</li>  </ul>  <p><strong>Designed and made proudly in the UAE</strong></p>  <h3>How to Take Care of Me</h3>  <ul>    <li>Machine wash cold</li>    <li>Tumble dry gently</li>    <li>Hang dry in shade — do not wring</li>    <li>Low-temperature drying if needed (max 35°C)</li>    <li>Do not bleach</li>    <li>Steam iron on low (under 100°C)</li>    <li>Keep away from strong direct sunlight</li>  </ul></div>",,,taxable,,1,8,,0,,1,,,,,,,,189,"Kids,Kids Hoodies and Sweatshirts,Boys,Buy One Get One,The Outlet,Hoodies,Boys Hoodies","b1g1, gender:boy, outlet",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge24-2_1_Pastellilac.jpg?v=1746008324,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge25-2_PastelLilac.jpg?v=1746008324",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,organic-bamboo-cozy-zip-hoodie-boys-kids,Pastel Lavender,#B9B3D1,organic-bamboo-boys-kids-lounge-shorts-pale-lavender|boys-kids-recycled-regular-fit-t-shirt-pale-lavender,hoodies_&_sweatshirts,hoodies
,variation,GK01V1PL2-2,,1,,,,,,,1,1,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,,,,,,,pa_size,2,,,,,,,,
,variation,GK01V1PL4-2,,1,,,,,,,1,1,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,,,,,,,pa_size,4,,,,,,,,
,variation,GK01V1PL6-2,,1,,,,,,,1,1,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,,,,,,,pa_size,6,,,,,,,,
,variation,GK01V1PL8-2,,1,,,,,,,1,2,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,,,,,,,pa_size,8,,,,,,,,
,variation,GK01V1PL10-2,,1,,,,,,,1,1,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,,,,,,,pa_size,10,,,,,,,,
,variation,GK01V1PL12-2,,1,,,,,,,1,2,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pale-lavender,,,,,,,pa_size,12,,,,,,,,
,variable,organic-bamboo-cozy-zip-hoodie-boys-kids-pink,Organic Bamboo Cozy Zip Hoodie Boys,1,,"<div style=""text-align: left; font-family: 'Helvetica Neue', sans-serif; line-height: 1.8;"">  <h3>Description</h3>  <p>    Made of the softest eco-friendly bamboo fabric, this unisex children's fitted zip-up hoodie creates the ultimate comfort at home and out for both boys and girls — perfect for everyday wear!      Not only great for our environment, but also gentle on your little ones' skin.  </p>  <h3>Our Organic Bamboo</h3>  <p>    Only made from 100% organic bamboo, sourced from well-selected, non-polluted farms.      No harmful chemicals are used during growth, making the fabric eco-friendly, biodegradable, and sustainable.      Bamboo is naturally anti-bacterial and highly breathable, helping the fabric stay fresh longer, reducing the need for frequent washing — saving water, energy, and time.  </p>  <h3>How I Am Made</h3>  <ul>    <li>95% organic cotton &amp; bamboo fleece</li>    <li>5% spandex</li>    <li>All trims, labels, threads, and dyeing process are eco-friendly and sustainable</li>  </ul>  <p><strong>Designed and made proudly in the UAE</strong></p>  <h3>How to Take Care of Me</h3>  <ul>    <li>Machine wash cold</li>    <li>Tumble dry gently</li>    <li>Hang dry in shade — do not wring</li>    <li>Low-temperature drying if needed (max 35°C)</li>    <li>Do not bleach</li>    <li>Steam iron on low (under 100°C)</li>    <li>Keep away from strong direct sunlight</li>  </ul></div>",,,taxable,,1,15,,0,,1,,,,,,,,189,"Kids,Kids Hoodies and Sweatshirts,Boys,Buy One Get One,Hoodies,Boys Hoodies","b1g1, gender:boy",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge24-2_1_Feminnepink.jpg?v=1746008321,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/glounge25-2_FeminnePink.jpg?v=1746008321",,,,,,,,,,pa_size,2|4|6|8|10|12,1,1,organic-bamboo-cozy-zip-hoodie-boys-kids,Pastel Pink,#F7C8C2,organic-bamboo-boys-kids-lounge-shorts-pink|boys-kids-recycled-regular-fit-t-shirt-pink,hoodies_&_sweatshirts,hoodies
,variation,GK01V1PNK2-2,,1,,,,,,,1,2,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pink,,,,,,,pa_size,2,,,,,,,,
,variation,GK01V1PNK4-2,,1,,,,,,,1,1,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pink,,,,,,,pa_size,4,,,,,,,,
,variation,GK01V1PNK6-2,,1,,,,,,,1,3,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pink,,,,,,,pa_size,6,,,,,,,,
,variation,GK01V1PNK8-2,,1,,,,,,,1,3,,,,1,,,,,,,,189,,,,,,,organic-bamboo-cozy-zip-hoodie-boys-kids-pink,,,,,,,pa_size,8,,,,,,,,
